,id,station_name,station_line,area,rent,lease,pos_x,pos_y
43,2c4f80f4-f2d1-45bc-9e5b-e3b0b0e27460,을지로4가,2호선,,3.424,6.113,37.566941,126.998079
44,2c57f520-28f9-41ee-aec6-8afa3a2dd2fe,동대문역사문화공원,2호선,,3.803,8.75,37.565138,127.007896
45,2d8ad6dc-dd7b-4019-ade3-480d470d0425,서울대입구,2호선,,4.984,7.395,37.481247,126.952739
46,2db33583-24ea-4c74-b3bf-d37502abaed6,낙성대,2호선,,3.203,4.623,37.47693,126.963693
47,2e0dbfce-78bf-42f0-b590-bc3148c45939,명동,4호선,,4.976,10.444,37.560989,126.986325
48,2f544365-2362-457c-99c1-4d0343e2fe85,서초,2호선,,5.86,7.004,37.491897,127.007917
49,2fe57b98-70b1-4580-93cd-c4a389a5c0d2,송정,5호선,,2.976,4.876,37.561184,126.811973
50,306f6dfa-3f91-4b53-991b-4bd1134d368d,뚝섬유원지,7호선,,3.781,7.728,37.53154,127.066704
51,30851b3a-569a-4f76-b433-aceb45dab2e2,한성대입구,4호선,,3.148,3.43,37.588458,127.006221
52,308aca6b-c5b4-42aa-bdaf-b2add5ad6aea,신정,5호선,,3.684,4.681,37.524997,126.856191
53,3272251c-e231-4389-8449-1fea75cf2082,종로5가,1호선,,4.487,10.472,37.570926,127.001849
54,33032e1b-5824-4f4c-afc9-82441be55d7f,대림,2호선,,3.298,5.969,37.49297,126.895801
55,345399e8-f111-48ba-9415-7a046cd3056c,쌍문,4호선,,2.911,4.067,37.648627,127.034709
56,34839b7c-a607-4257-ae07-8f6020c74970,발산,5호선,,3.375,6.853,37.558598,126.837668
57,3628ba2c-2f32-42b8-92f7-0363a0bb3274,마포구청,6호선,,4.47,7.911,37.563515,126.903343
58,37231533-2d1c-4210-9db6-e7165a018026,건대입구,7호선,,3.694,7.085,37.540693,127.07023
59,372b15c3-8f26-4f54-a78f-dd120875c28c,상봉,7호선,,4.529,8.675,37.596362,127.085032
60,38192cbd-738f-4d35-9c8f-cb3980b25579,합정,2호선,,3.844,4.666,37.549463,126.913739
61,383baf5b-ed83-4066-b508-586011d6af2e,수락산,7호선,,2.135,3.681,37.67785,127.055315
62,384652f7-99ae-4ba4-a08f-05af3c32420b,광화문,5호선,,3.187,4.426,37.571026,126.976669
63,39857608-b162-43a7-bd8d-72ea00fd457c,방배,2호선,,3.099,6.244,37.481426,126.997596
64,399eff57-18cc-4e67-bf87-aa48bae21164,광흥창,6호선,,3.238,4.79,37.547456,126.931993
65,3ad44442-8058-4845-b85c-14a039811764,보문,6호선,,3.056,4.596,37.585286,127.019381
66,3c554253-ce26-4cf6-8a01-5989ce307eb7,청담,7호선,,4.879,6.718,37.519365,127.05335
67,3d1c8079-af6e-473c-9d92-bc98bc4b0c4a,장지,8호선,,2.518,2.433,37.478703,127.126191
68,3e1cb263-21fb-413a-8f2a-cc454696ca49,녹번,3호선,,2.678,5.741,37.600927,126.935756
69,3e557698-324d-4405-98ab-483570455e1c,삼각지,6호선,,3.71,8.533,37.534777,126.97311
70,3eb73a91-5c2c-463b-9dec-5eb99ab22174,봉화산,6호선,,2.487,4.232,37.617283,127.091401
71,3ebd4ba1-d4ba-4093-b827-4f48b4a8b84c,독립문,3호선,,2.465,3.054,37.574571,126.957748
72,400139ce-ec82-4610-980a-1bba6e4ef2ce,아차산,5호선,,3.902,6.312,37.551691,127.089761
73,406717ff-1fcd-485c-80dc-fd516426b5e2,동대문역사문화공원,4호선,,3.803,8.75,37.565138,127.007896
74,413eb478-ccac-4844-8235-83bb0a3a9edc,한양대,2호선,,3.231,5.312,37.555273,127.043655
75,41c962c2-8b4e-41c3-bf56-f81e45d31510,광나루,5호선,,2.626,1.486,37.545303,127.10357
76,42697700-8612-4289-a8cb-ec2ba48562ba,홍대입구,2호선,,3.718,6.66,37.557192,126.925381
77,426a1a54-3512-4841-8e5d-1442b8a850e6,성수,2호선,,3.226,6.006,37.544581,127.055961
78,43db0078-f30e-4ad6-8076-8de88374cf3a,월곡,6호선,,2.613,4.281,37.601948,127.041518
79,441bf8d4-a8e2-440d-939a-2951f9a42f3e,방이,5호선,,3.831,5.51,37.508857,127.126133
80,448d6a1e-750e-4f4c-8998-7affa5eecbd3,보라매,7호선,,3.704,5.715,37.499872,126.920428
81,4636d8c0-a744-4240-9ce3-7f6024acd682,홍제,3호선,,2.233,3.317,37.589066,126.943736
82,4677357d-269c-4ffc-8754-86b8f19270d1,군자,5호선,,4.368,7.815,37.557121,127.079542
83,46c00945-0618-4dc4-8e54-84a73a94cd2c,중계,7호선,,2.014,3.476,37.644583,127.064303
84,46f02e37-f8de-4276-baa0-b01a0e2b6209,시청,1호선,,9.5,0.0,37.564718,126.977108
85,4710ccae-57d4-46d7-8293-43cadddaa797,종합운동장,2호선,,0,0,37.510997,127.073642
86,47352567-315a-4fef-8a40-9898a514092d,신이문,1호선,,2.449,6.352,37.601854,127.067325
87,476b2022-e313-4ddd-a792-d2ddb87cac9e,신대방,2호선,,3.807,6.918,37.487462,126.913149
88,48504fa4-3405-45b2-89fe-2ee5ee2aaef3,남영,1호선,,5.122,10.018,37.541021,126.9713
89,497bc014-6dfa-4149-8d36-e3eeeeec7f5a,을지로3가,2호선,,5.09,8.956,37.566295,126.99191
90,49d1a6b4-b779-4649-8b94-0756103e01e1,청구,6호선,,2.696,4.171,37.560245,127.013828
91,4a152704-d21c-43e5-99fe-b7085cdc1def,대치,3호선,,0.85,0.0,37.494612,127.063642
92,4ac5b9e1-1abf-4f9d-9dc8-10b42bdf2ba8,태릉입구,7호선,,4.133,5.291,37.617983,127.07512
93,4b7ba39d-4bb1-4fef-88aa-86a6a4d5c4cf,청구,5호선,,2.696,4.171,37.560245,127.013828
94,4bfe83bb-8c3f-40fe-8042-d4b298bffde8,까치산,5호선,,3.747,5.252,37.531768,126.846683
95,4e47af79-8bca-40d1-a930-9c173b4faad9,삼성,2호선,,4.694,6.166,37.508844,127.06316
96,4e731bb2-fb51-4a85-8ec3-02580528dd6a,태릉입구,6호선,,4.133,5.291,37.617983,127.07512
97,4f662ab4-7ae6-487a-b823-ead9310291ac,독바위,6호선,,1.819,4.018,37.618456,126.933031
98,4fee24d1-daf5-4424-8b48-64d1246ef4ca,애오개,5호선,,3.341,6.304,37.553736,126.95682
99,517fdfd4-777e-4d86-8c4e-9d19b854a70c,가산디지털단지,1호선,,3.874,7.396,37.481072,126.882343
100,51b1e20e-7562-456c-8623-f67f6d09ed87,이대,2호선,,4.643,9.278,37.556733,126.946013
101,520607ad-8d2d-464c-9ca1-29740cdf64e7,도봉,1호선,,2.179,4.127,37.679563,127.045595
102,5408b7c9-1856-4e94-b2c1-1990d4b6e983,신내,6호선,,1.52,2.178,37.612887,127.103218
103,55ddc3a9-2f06-4ff2-b86e-72e11666b450,석계,6호선,,3.064,5.316,37.614805,127.065851
104,56066a8c-b5e7-462b-822f-f776f5da3913,거여,5호선,,2.032,4.572,37.493105,127.14415
105,58b4d22d-19b6-4ec9-a4ab-736aee68ebf8,상도,7호선,,2.635,4.284,37.502834,126.94791
106,5ac25e10-7fca-4c9c-8c7a-477b965a1eb0,숙대입구,4호선,,2.907,4.771,37.54456,126.972106
107,5b19c302-5a6c-466b-826f-3910dcc07641,영등포,1호선,,4.49,8.022,37.515504,126.907628
108,5d829a49-112a-4c17-9dbd-bbf7cd71fc27,충정로,2호선,,3.728,3.575,37.559973,126.963672
109,5d917bb6-9372-4696-88d8-913a290459ae,경찰병원,3호선,,3.342,6.284,37.495918,127.12454
110,5fadfbb7-4f5c-4731-a823-f9c9ee8e59f0,상수,6호선,,3.035,4.858,37.547716,126.922852
111,5fec53f9-9053-489c-b8d2-7c0155345fcd,면목,7호선,,3.095,5.183,37.588579,127.087503
112,607a325e-6592-40bf-9336-861fc05828f5,을지로3가,3호선,,5.09,8.956,37.566295,126.99191
113,6181ae45-0918-4348-a252-d8af95819233,강동,5호선,,4.473,8.037,37.535804,127.132481
114,63914a3e-b076-4d90-a2c9-1236f2ee2f8d,남부터미널,3호선,,3.838,8.272,37.485013,127.016189
115,63c854be-8024-4fbe-9e59-781f2602ce08,충정로,5호선,,3.728,3.575,37.559973,126.963672
116,64c70a9d-e0c5-40a8-b8f6-539726aa56a2,구의,2호선,,3.776,6.426,37.537077,127.085916
117,64cd3464-a68b-4145-9e16-2ce4243dfbbf,학여울,3호선,,4.127,7.194,37.496663,127.070594
118,66c79dd5-31a6-4f58-8bfc-68cb36073463,신촌,2호선,,4.796,7.934,37.555134,126.936893
119,67e4a58b-fb8d-43b8-8003-30731765462c,구파발,3호선,,2.998,5.104,37.636763,126.918821
120,68b78e26-b04a-48f9-a694-b7e000ad1dce,가산디지털단지,7호선,,3.874,7.396,37.481072,126.882343
121,68fb8e53-852d-47f5-9708-9808c5a9e8fd,송파,8호선,,4.302,5.831,37.499703,127.112183
122,69ec9cac-aaf2-43a9-9399-74709009724e,종로3가,1호선,,4.66,3.865,37.571607,126.991806
123,6aa1ace5-0412-4d9a-afbd-1c76368b399a,연신내,3호선,,3.579,6.435,37.619001,126.921008
124,6bf64db9-399f-43bf-9103-7f146564324f,안암,6호선,,2.616,5.9,37.586272,127.029005
125,6d2f5081-e796-4590-9b68-67690092fca1,남성,7호선,,3.734,4.707,37.484596,126.971251
126,6dd8a5ab-5508-4656-9082-938fc2bc1224,충무로,4호선,,3.911,7.082,37.561243,126.99428
127,6e939efe-5e61-49c5-be06-d36e9f496933,신사,3호선,,4.069,7.078,37.516334,127.020114
128,6f3c4077-4fc3-4bc5-8503-1e411a247f24,우장산,5호선,,3.151,4.463,37.548768,126.836318
129,704d9e9b-72e1-49e3-9269-b9d2aab9e9eb,석촌,8호선,,3.402,6.214,37.505431,127.106979
130,7217f8de-9975-4fb5-a360-75d82e90bb5b,연신내,6호선,,3.579,6.435,37.619001,126.921008
131,727e1ddc-c663-4d20-8257-5f945380a2b4,내방,7호선,,3.869,6.517,37.487618,126.993513
132,739d6b1b-c318-4c2b-9906-8f18f710ecd4,반포,7호선,,0.0,6.126,37.508178,127.011727
133,7550c2a2-96e7-4a3c-9c05-ffa8aa6bdff0,숭실대입구,7호선,,3.902,5.783,37.496029,126.953822
134,763e3269-912d-41b3-b484-7cae21715a87,석계,1호선,,3.064,5.316,37.614805,127.065851
135,7662d2fb-7cf6-4f71-8489-72daf1f4596c,신대방삼거리,7호선,,3.882,6.055,37.499701,126.928276
136,77141a74-88b0-4840-bc63-fdb6d29550b8,봉천,2호선,,3.797,9.128,37.482362,126.941892
137,776029b1-b265-46d8-ba10-fe4b1f104a69,상왕십리,2호선,,3.534,5.714,37.564354,127.029354
138,77aea884-4cdb-42ee-b7b2-5b1582dffbd1,장승배기,7호선,,3.916,6.009,37.504898,126.93915
139,79514db3-1212-4bed-859f-da82d1deb00c,화랑대,6호선,,2.027,3.367,37.620064,127.084689
140,7a675562-8cee-40fe-bc0a-ad37e2ff1c7a,장암,7호선,,1.826,1.635,37.700109,127.053196
141,7ac1f314-e637-4d47-94b7-b670e1a3946a,무악재,3호선,,2.157,1.898,37.582299,126.950291
142,7d4cf01a-8380-41d6-8f38-70ad5585ab5b,동대입구,3호선,,3.225,3.645,37.559052,127.005602
143,7d78c636-19a4-4c05-9634-cdce879a9b18,몽촌토성,8호선,,4.478,9.136,37.517409,127.112359
144,7ed8956d-531e-47ac-89c8-9bab27aad4c9,개화산,5호선,,2.505,5.015,37.572399,126.806171
145,8023194d-ee6e-4199-ab52-f63109d8af70,공릉,7호선,,2.86,4.35,37.625742,127.072896
146,80243d41-f55f-409b-8fcc-2014cfc77e99,수서,3호선,,3.744,4.984,37.487371,127.10188
147,80d6d340-44a4-4572-8707-04df035d1180,삼각지,4호선,,3.71,8.533,37.534777,126.97311
148,8298ab53-e1c0-4af6-a0a8-decc2c8a6d0b,교대,2호선,,4.848,7.338,37.493415,127.01408
149,82c8408e-bbca-4784-b83e-ee930fde7f42,이태원,6호선,,2.539,3.5,37.534488,126.994302
150,837f28de-3d20-470f-aae6-b87e25de4d68,잠실나루,2호선,,4.274,0.0,37.520733,127.10379
151,840924fd-0165-48d2-8fbb-f1275ef96aa5,용산,1호선,,3.605,3.611,37.529849,126.964561
152,8581f306-fb92-4566-afd9-97842f8c2533,교대,3호선,,4.848,7.338,37.493415,127.01408
153,85c11059-7b06-4be1-8124-1b0879a615c6,고속터미널,3호선,,3.129,3.643,37.50481,127.004943
154,88d4d780-1a4e-4e77-8b7d-7742b027cf36,녹사평,6호선,,3.147,5.814,37.534675,126.986695
155,8b2a1469-5414-41f3-b41c-f805aef792ac,암사,8호선,,3.724,6.431,37.55021,127.127562
156,8b5089ec-19f1-45e4-8542-fd93dbe9613a,새절,6호선,,3.281,4.62,37.591148,126.913629
157,8bca8cee-34cb-4b44-8c1c-63df34566c6e,왕십리,2호선,,4.363,8.21,37.561533,127.037732
158,8be14300-a4e5-4efd-b799-257b5662c022,중화,7호선,,3.184,5.01,37.602545,127.079264
159,8c323c2c-2c3e-45b3-905c-e1b743466566,둔촌동,5호선,,2.946,5.171,37.527788,127.136248
160,8c93484a-11e2-40fb-b5ea-d07fc45dded4,노원,4호선,,2.133,3.858,37.655128,127.061368
161,8d19d5bf-8a45-40e7-b260-8a35e9a13618,노원,7호선,,2.133,3.858,37.655128,127.061368
162,8de407b2-a1eb-4a7c-ab96-9c84cc8e9a55,일원,3호선,,3.878,0.0,37.483681,127.08439
163,8e1c1580-659d-4645-afdd-c75d87493fdc,돌곶이,6호선,,3.157,4.559,37.610537,127.056431
164,8ef73ed3-fe2a-4e04-8dcc-bb3967257918,노량진,1호선,,4.861,5.074,37.514219,126.942454
165,8fad972e-76b2-4731-beb4-f2c220e88bbe,공덕,5호선,,3.473,6.652,37.544018,126.951592
166,900a6127-6b36-4c2c-9462-c258eb7b8c55,여의나루,5호선,,1.19,0.0,37.527098,126.932901
167,9049780a-945d-4d4a-b0b0-94461185cf3e,마천,5호선,,2.086,3.29,37.49499,127.152781
168,910ae88b-91c2-4d0d-96e5-94dccb400054,이수,4호선,,4.25,5.705,37.486263,126.981989
169,92a6c07f-21dd-48e8-a5f4-0c94770d0277,당고개,4호선,,1.047,2.287,37.670272,127.079066
170,9338ea20-20f3-4405-93d9-b917c167dbf0,방화,5호선,,2.271,4.262,37.577446,126.812741
171,940692ff-6eb2-4435-a129-ae212373ce47,한강진,6호선,,7.722,0.0,37.539631,127.001725
172,944a67a4-e930-4762-83a0-ca409a8971fb,마장,5호선,,2.415,3.554,37.5661,127.042973
173,94b1f4fb-b7b2-48a8-882e-c0c940f7ecd9,신도림,2호선,,3.477,5.151,37.508725,126.891295
174,95fe8fe8-5790-4b19-8816-2e3300d1efa1,버티고개,6호선,,2.258,2.901,37.548013,127.007055
175,96d210c4-5ee3-4675-a140-82b72f7e190a,응암,6호선,,2.832,4.31,37.598605,126.915577
176,96f3280f-b96f-4d94-b59f-983bafcb225c,여의도,5호선,,0,0,37.521624,126.924191
177,98bb110a-04d0-43cf-8ba4-3b93567116e6,오금,5호선,,3.653,5.711,37.502162,127.128111
178,991a13a8-63f1-4a64-ba8c-6892d16be115,굽은다리,5호선,,4.136,5.82,37.545477,127.142853
179,9a572132-9157-4b31-bf3c-b775035e826b,오목교,5호선,,2.119,4.028,37.524496,126.875181
180,9b191c09-42f2-49d9-8088-c9d35bc75cfd,마곡,5호선,,2.279,4.139,37.560183,126.825448
181,9bcdfda1-3d3c-4881-91c5-ef1ccc4ff6b4,이수,7호선,,4.25,5.705,37.486263,126.981989
182,9bdb4999-228c-4ffa-af9c-672215798321,대방,1호선,,3.964,9.258,37.513342,126.926382
183,9d7e5068-9b38-44a6-9b9c-c5fb5d04521a,사당,2호선,,4.047,6.763,37.47653,126.981685
184,9fb332c1-b2c8-48e8-9055-769782ca3a65,명일,5호선,,3.33,5.419,37.55137,127.143999
185,a06941da-70ca-4ef8-a4bd-941854cd224d,동대문역사문화공원,5호선,,3.803,8.75,37.565138,127.007896
186,a1464174-87f1-4f30-90bc-ca4e966e9c6e,동묘앞,6호선,,3.289,7.91,37.572627,127.016429
187,a1e5c2a8-556f-4027-b265-8d42071abb9d,시청,2호선,,0,0.0,37.564718,126.977108
188,a391ad00-4fb3-45a8-9d68-35023515e0e1,역삼,2호선,,4.987,8.717,37.500622,127.036456
189,a5ba18f6-4613-40a2-9cf7-0b62874d2683,서울,4호선,,3.246,4.604,37.554648,126.972559
190,a5e8cc40-2e71-4a0d-b732-8e6233d06fd8,강남,2호선,,4.562,10.26,37.497175,127.027926
191,a64a10a5-f0f7-4c05-926e-5d5e7a326c11,신용산,4호선,,3.718,8.078,37.52917,126.967894
192,a6600b16-5688-497e-be22-08692f925548,개롱,5호선,,2.894,4.239,37.498079,127.13482
193,a6a33e13-be43-4b7c-904e-5ff68c6f5bde,옥수,3호선,,1.816,3.914,37.540685,127.017965
194,a6a56c64-cc3b-4632-8b6e-ad6b35ecd85c,이촌,4호선,,0.715,2.405,37.522272,126.974345
195,a7c85b5b-5d0b-42b1-b960-76cb59856c6e,월계,1호선,,1.958,4.079,37.633212,127.058831
196,a7d71763-2f6f-4a31-8e36-5f7880004cc5,잠실,8호선,,4.601,10.212,37.51395,127.102234
197,a81dc61c-cf34-4753-997b-2fa49ed2c4b0,먹골,7호선,,3.583,4.551,37.610637,127.077725
198,a8db6e72-1523-4a32-8e6d-f34d3957a4e8,청량리,1호선,,3.39,5.365,37.580178,127.046835
199,a983da89-8827-4d90-800b-bd84babea61b,목동,5호선,,2.998,4.478,37.526065,126.864931
200,ac083384-001c-41a7-9c9d-3f8725b782fe,마포,5호선,,3.347,6.596,37.539574,126.945932
201,ac1c1478-345a-4f3b-9e3b-721ef8f36ab2,압구정,3호선,,4.89,7.772,37.527072,127.028461
202,ac23657e-475a-4979-bfa7-0465f93d62da,사가정,7호선,,3.109,6.005,37.580894,127.088478
203,ac968a8b-c007-451c-b338-53eed57a4f88,영등포시장,5호선,,4.157,7.212,37.522669,126.905139
204,adbf45e4-fec4-49e3-98b9-cb75173546de,월드컵경기장,6호선,,2.576,3.798,37.569532,126.899298
205,aff56f45-6b9e-47a1-9bfe-feebab6edd60,강변,2호선,,3.741,8.615,37.535095,127.094681
206,b0092bd3-6b34-4060-9d1b-adbf79f5fb9d,대청,3호선,,3.751,5.918,37.493514,127.079532
207,b1a33199-eaea-47f2-9ba6-a0b3641b7af0,회현,4호선,,4.431,3.89,37.558514,126.978246
208,b216228e-edb8-4c45-8a05-ac793fffb8e3,광운대,1호선,,3.211,5.255,37.623632,127.061835
209,b27502ab-384f-4073-b67f-e75f36ab7481,가락시장,3호선,,3.416,6.108,37.492522,127.118234
210,b44fb1eb-d1e5-4453-87f7-001565fc8cea,수유,4호선,,4.264,8.695,37.638052,127.025732
211,b5070a16-c29c-4c52-a42d-799392ea6484,혜화,4호선,,2.805,3.755,37.582336,127.001844
212,b611156c-146d-4ee3-ad27-48e9db74c88a,성신여대입구,4호선,,5.945,5.43,37.592624,127.016403
213,b76b1034-3772-4b18-b073-ceb43fe3c8ea,동작,4호선,,6.0,0,37.502971,126.979306
214,b7d584d2-4b69-4c6a-b074-25223c3c7aa1,신길,5호선,,4.519,8.811,37.517122,126.917169
215,b9663e39-6187-4a17-b232-ffbaa9e09c55,서대문,5호선,,3.4,4.622,37.565773,126.966641
216,ba2074f8-0106-4553-b5ca-a753ae793dee,잠실새내,2호선,,6.924,7.523,37.511687,127.086162
217,ba797f1d-a66f-4a96-9ed5-d52124b07848,영등포구청,5호선,,4.615,6.505,37.52497,126.895951
218,bb5fd558-a79e-44b7-a78e-5a3b72e5158e,당산,2호선,,4.469,7.668,37.53438,126.902281
219,bbd0e13c-13e5-4b97-b3bc-d9298198b127,구산,6호선,,2.721,4.687,37.611377,126.91727
220,bc35602e-c7ba-4aa3-92d6-1c621b39f655,어린이대공원,7호선,,5.509,8.941,37.548014,127.074658
221,bca8d1a3-6445-4e76-9564-98931e81b227,잠실,2호선,,4.601,10.212,37.51395,127.102234
222,bec4ed8d-b3a1-4e4c-be13-cf57e6c68d5b,효창공원앞,6호선,,3.573,7.015,37.539261,126.961351
223,bf18c473-ed7b-44d4-8ae0-0eb53f50c860,동묘앞,1호선,,3.289,7.91,37.572627,127.016429
224,bf6bdda9-bd1c-4463-99d3-ba900ee52189,천호,5호선,,3.64,7.376,37.538397,127.123572
225,bf8317cc-a08f-4697-a5ca-d10a28930761,올림픽공원,5호선,,4.591,6.212,37.516078,127.130848
226,c2081096-3df3-4f9a-80b3-1aceadf589ee,화곡,5호선,,3.406,4.667,37.541513,126.840461
227,c2b5afb5-37a0-499c-ba58-d0f1516522cd,디지털미디어시티,6호선,,2.798,4.912,37.576646,126.900984
228,c2c4e0fd-cdcd-41ae-9d37-88184ad9af0c,하계,7호선,,2.18,3.91,37.636352,127.06799
229,c2ea5194-f6b6-4d10-a06d-27ff859fff36,회기,1호선,,4.217,6.799,37.58946,127.057583
230,c32d242b-3e3a-4c07-bf17-bcbc6437061a,종로3가,5호선,,4.66,3.865,37.571607,126.991806
231,c3ab671d-48cc-4f14-bb37-d45e3fa412c5,신풍,7호선,,2.135,3.601,37.50008,126.90993
232,c5033754-dddc-45e7-86c3-2fca41c09fe4,상월곡,6호선,,2.759,4.291,37.606377,127.048491
233,c5d90239-6f65-4249-a3ed-6da9cbee3d81,외대앞,1호선,,3.788,8.588,37.596073,127.063549
234,c61da327-ca63-40ee-a063-053af7f508f6,구로,1호선,,3.268,4.446,37.503039,126.881966
235,c67da0d5-a40e-4a71-8da2-60a00b008c7e,천왕,7호선,,1.654,2.283,37.486637,126.838713
236,c85689ce-6e0a-486b-bb50-c6c8f266e108,장한평,5호선,,3.355,6.694,37.56144,127.064623
237,c9068d0e-a79a-4860-a417-3e7edb393085,온수,7호선,,1.846,2.869,37.492258,126.823388
238,ca7cd320-0db0-40f9-acb5-f47b578579ea,사당,4호선,,4.047,6.763,37.47653,126.981685
239,cbe245ba-6ac4-4814-a937-0823f9f989dc,뚝섬,2호선,,3.387,5.755,37.547184,127.047367
240,ce11ea79-3152-4ff4-bdc9-b07d42bb733a,충무로,3호선,,3.911,7.082,37.561243,126.99428
241,ce5a94de-d9c6-4f42-9b8e-78f646cc53ae,천호,8호선,,3.64,7.376,37.538397,127.123572
242,ceefefaf-99a5-4116-b5ef-a84411e277fa,건대입구,2호선,,3.694,7.085,37.540693,127.07023
243,cffaebb7-22fa-4fbb-844e-72aec8bd5305,도곡,3호선,,0,8.562,37.490858,127.055381
244,d1a62679-7c0d-448b-ae39-5e3af48b1a59,안국,3호선,,2.622,2.54,37.576477,126.985443
245,d3c63b76-26d1-4529-ae2d-bfbae249f0b3,김포공항,5호선,,4.628,7.192,37.562434,126.801058
246,d4ed08b8-7210-4cfc-97ab-bfef3620a7e1,군자,7호선,,4.368,7.815,37.557121,127.079542
247,d5986155-ba57-4ff9-9481-e3fb4e240b35,불광,6호선,,3.183,4.91,37.610469,126.929887
